ID,Station_Name,Access,Owner,Last_Used,Open_Date,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode,Latitude,Longitude,Pricing,Connection_Type
4433,2701 Prosperity,public,,2024-10-08,2018-12-05,0,0,2,2701 Prosperity Avenue,Fairfax,VA,22031,38.8799516,-77.2353961,,J1772
4434,27052,public,,2024-10-08,2020-08-19,0,0,2,310 A Sentinel Way,Annapolis Junction,MD,20701,39.124691,-76.76988,,J1772
4435,27102,public,,2024-10-08,2018-12-11,0,0,2,2691 Technology Drive,Annapolis Junction,MD,20701,39.1209463,-76.7777437,,J1772
4436,27200,public,,2024-10-08,2022-12-21,0,0,2,2701 Technology Drive,Annapolis Junction,MD,20701,39.120457,-76.7766169,,J1772
4437,27400,public,,2024-10-08,2020-08-26,0,0,2,2721 Technology Drive,Annapolis Junction,MD,20701,39.1199188,-76.7757604,,J1772
4438,29 Central at Stonefield,public,,2024-10-08,2021-08-13,0,0,1,2150 Bond Street Ste 90,Charlottesville,VA,22901,38.0664666,-78.4942131,FREE,J1772
4439,29th Street Capital - Maven at Wheaton,private,,2023-12-13,2023-09-26,0,0,4,10914 Georgia Ave,Silver Spring,MD,20902,39.04,-77.05,,J1772
4440,3 Bethesda Metro Center,public,,2024-10-08,2021-12-13,0,0,4,7450 Wisconsin Avenue,Bethesda,MD,20814,38.9843951,-77.0958437,,J1772
4441,301 Travel Plaza,public,,2024-10-08,2023-04-21,0,0,2,3511 Crain Hwy,Upper Marlboro,MD,20774,38.841941,-76.727958,,J1772
4442,3011 Towers,public,,2024-10-08,2022-03-25,0,0,2,3011 Fallstaff Rd,Baltimore,MD,21209,39.3691773,-76.6905144,,J1772
4443,30200,public,,2024-10-08,2018-08-03,0,0,2,6724 Alexander Bell Drive,Columbia,MD,21046,39.186544,-76.809329,,J1772
4444,3021 Towers,public,,2024-10-08,2022-03-25,0,0,2,3021 Fallstaff Rd,Baltimore,MD,21209,39.3695921,-76.6903457,,J1772
4445,303 International Circle,public,,2024-10-08,2022-01-07,0,0,4,303 International Circle,Cockeysville,MD,21030,39.5000623,-76.6659415,,J1772
4446,30300,public,,2024-10-08,2018-08-03,0,0,1,6750 Alexander Bell Drive,Columbia,MD,21046,39.188943,-76.8117983,,J1772
4447,3031 Towers,public,,2024-10-08,2022-03-25,0,0,2,3031 Fallstaff Rd,Baltimore,MD,21209,39.3688491,-76.6915749,,J1772
4448,3033 Wilson Arlington,public,PARKING_GARAGE,2022-10-11,2022-09-15,0,0,2,3033 Wilson Blvd,Arlington,VA,22201,38.888033,-77.094652,,J1772
4449,3041 Towers,public,,2024-10-08,2022-03-25,0,0,2,3041 Fallstaff Rd,Baltimore,MD,21209,39.3682091,-76.6918906,,J1772
4450,30452,public,,2024-10-08,2012-02-23,0,0,2,6715 Columbia Gateway Drive,Columbia,MD,21046,39.1859082,-76.807212,,J1772
4451,30650,public,,2024-10-08,2019-07-22,0,0,2,6950 Columbia Gateway Drive,Columbia,MD,21046,39.180545,-76.800684,,J1772
4452,3076 Centreville,public,,2024-10-08,2017-08-31,0,0,2,3076 Centreville Road,Herndon,VA,20171,38.9082871,-77.4515077,,J1772
4453,30950,public,,2024-10-08,2014-07-22,0,0,2,7125 Columbia Gateway Drive,Columbia,MD,21046,39.1767653,-76.8093038,,J1772
4454,3101 Wilson BLVD,public,,2024-10-08,2012-02-02,0,0,3,3101 Wilson Boulevard,Arlington,VA,22201,38.8876531,-77.0954574,FREE,J1772
4455,311 Civic Ave Salisbury MD,public,,2024-10-08,2023-11-10,0,0,4,311 Civic Ave,Salisbury,MD,21804,38.36776,-75.57204,,J1772
4456,31150,public,,2024-10-08,2018-05-01,0,0,2,7142 Columbia Gateway Drive,Columbia,MD,21046,39.1777314,-76.8048631,,J1772
4457,312 Marshall Avenue,public,,2024-10-08,2020-03-19,0,0,2,312 Marshall Avenue,Laurel,MD,20707,39.0975821,-76.852907,"$0.00-$5.00/Hr Variable Parking Fee, $0.00-$0.25/kWh Variable Energy Fee",J1772
4458,3170.80 Fairview Park Dr.,public,,2024-10-08,2018-06-15,0,0,8,3170 Fairview Park Drive,Falls Church,VA,22042,38.85988,-77.21476,,J1772
4459,32950,public,,2024-10-08,2019-10-28,0,0,2,7150 Riverwood Drive,Columbia,MD,21046,39.1754317,-76.8752489,,J1772
4460,33000,public,,2024-10-08,2019-02-01,0,0,2,7160 Riverwood Drive,Columbia,MD,21046,39.1751001,-76.876485,$0.20/kWh Energy Fee,J1772
4461,33050,public,,2024-10-08,2019-10-28,0,0,2,7170 Riverwood Drive,Columbia,MD,21046,39.1741984,-76.8755843,,J1772
4462,333JOHNCARLYLE 33 JC 1,public,,2024-10-08,2016-07-27,0,0,2,333 John Carlyle St.,Alexandria,VA,22314,38.804192,-77.062384,,J1772
4463,350 Morse St,public,PARKING_GARAGE,2022-10-11,2022-09-15,0,0,8,350 Morse St NE,Washington,DC,20002,38.908829,-77.000326,,J1772
4464,355 - Patriots Plaza,public,,2024-10-08,2017-09-21,0,0,2,355 E Street Southwest,Washington,DC,20024,38.8837304,-77.0165323,FREE,J1772
4465,36 S. Charles St,public,,2024-10-08,2017-08-28,0,0,1,36 S Charles Street,Baltimore,MD,21201,39.2879203,-76.6155026,FREE,J1772
4466,375 - Patriots Plaza,public,,2024-10-08,2017-01-19,0,0,2,375 E Street Southwest,Washington,DC,20024,38.8840361,-77.0169844,FREE,J1772
4467,395 - Patriots Plaza,public,,2024-10-08,2021-01-22,0,0,1,395 E Street Southwest,Washington,DC,20024,38.8835524,-77.0171795,FREE,J1772
4468,4040 WILSON SUB STATION 1,public,,2024-10-08,2020-09-24,0,0,2,4040 Wilson Blvd,Arlington,VA,22203,38.87941,-77.10874,,J1772
4469,40P JONYA 1,public,,2024-10-08,2023-09-21,0,0,2,40 Patterson St NE,Washington,DC,20002,38.90653,-77.007445,,J1772
4470,40P JONYA 2,public,,2024-10-08,2023-09-21,0,0,2,40 Patterson St NE,Washington,DC,20002,38.906589,-77.007774,,J1772
4471,41902,public,,2024-10-08,2011-12-29,0,0,3,1519 S Clinton St,Baltimore,MD,21224,39.2745538,-76.5686991,,J1772
4472,4221 Connecticut Ave. NW. Garage,public,PUBLIC,2024-10-08,2024-03-30,0,0,2,4221 Connecticut Ave. NW.,Washington,DC,20008,38.94366383178284,-77.06295678006428,,J1772
4473,431701  Avalon at Gallery Place,public,,2024-10-08,2019-05-08,0,0,3,770 5th Street Northwest,Washington,DC,20001,38.8988895,-77.0191846,,J1772
4474,431701  Avalon at Gallery Place (Shared),public,,2024-10-08,2019-05-08,0,0,1,770 5th Street Northwest,Washington,DC,20001,38.89898,-77.01925,,J1772
4475,431702  Avalon at Foxhall,public,,2024-10-08,2019-02-07,0,0,4,4100 Massachusetts Avenue Northwest,Washington,DC,20016,38.93357433,-77.08182946,,J1772
4476,431703 Avalon at Grosvenor Station,public,,2024-10-08,2018-12-28,0,0,4,10306 Strathmore Hall Street,North Bethesda,MD,20852,39.025997,-77.102477,,J1772
4477,431703 AvalonBay Grosvenor (Shared),public,,2024-10-08,2019-02-07,0,0,2,10306 Strathmore Hall St,North Bethesda,MD,20852,39.02601,-77.10203,,J1772
4478,431704 - Avalon Potomac Yard,public,,2024-10-08,2019-02-07,0,0,5,731 Seaton Avenue,Alexandria,VA,22305,38.8314661,-77.0484409,,J1772
4479,4340 East West Highway,public,,2024-10-08,2023-07-10,0,0,1,4340 East-West Highway,Bethesda,MD,20814,38.98467778506325,-77.08820811458743,,J1772
4480,437 Tiffany Drive (US-CHT-WF7-1A),public,PUBLIC,2024-10-07,2023-05-25,1,0,0,437 Tiffany Drive,Waynesboro,VA,22980,38.06769,-78.93064,,J1772COMBO
4481,437 Tiffany Drive (US-CHT-WF7-1B),public,PUBLIC,2024-10-07,2023-05-25,1,0,0,437 Tiffany Drive,Waynesboro,VA,22980,38.06772,-78.93061,,J1772COMBO
4482,437 Tiffany Drive (US-CHT-WF7-1C),public,PUBLIC,2024-10-07,2023-05-25,1,0,0,437 Tiffany Drive,Waynesboro,VA,22980,38.06776,-78.93059,,J1772COMBO
4483,437 Tiffany Drive (US-CHT-WF7-2A),public,PUBLIC,2024-10-07,2023-05-25,1,0,0,437 Tiffany Drive,Waynesboro,VA,22980,38.06778,-78.93056,,J1772COMBO
4484,437 Tiffany Drive (US-CHT-WF7-2B),public,PUBLIC,2024-10-07,2023-05-25,1,0,0,437 Tiffany Drive,Waynesboro,VA,22980,38.06767,-78.9307,,J1772COMBO
4485,437 Tiffany Drive (US-CHT-WF7-2C),public,PUBLIC,2024-10-07,2023-05-25,1,0,0,437 Tiffany Drive,Waynesboro,VA,22980,38.06765,-78.93034,,J1772COMBO
4486,440 N Commerce Ave,public,,2024-10-07,2022-12-22,0,0,2,440 N Commerce Ave,Waynesboro,VA,22980,38.071768,-78.874423,,J1772
4487,4500 East West,public,PARKING_LOT,2022-11-10,2022-09-15,0,0,8,4500 E W Hwy,Bethesda,MD,20814,38.98476,-77.0912,,J1772
4488,455 AT TINNER HILL - RESIDENTIAL GARAGE LEVEL,public,,2024-10-08,2014-08-20,0,0,1,455 S. MAPLE AVENUE,FALLS CHURCH,VA,22046,38.8805911,-77.1765308,FREE,J1772
4489,45610 Woodland Road,public,,2024-10-08,2023-12-07,0,0,2,45610 Woodland Road,Sterling,VA,20166,39.022168146281054,-77.42152471254133,,J1772
4490,4600 East West Highway,public,,2024-10-08,2012-03-13,0,0,1,4600 East West Highway,Bethesda,MD,20814,38.9844519,-77.0928692,FREE,J1772
4491,4600 East West Highway,public,,2024-10-08,2021-10-13,0,0,1,4600 East West Highway,Bethesda,MD,20814,38.9844519,-77.0928692,,J1772
4492,46020,public,,2024-10-08,2020-07-16,0,0,4,4600 River Road,Riverdale,MD,20737,38.971012,-76.927031,,J1772
4493,46040,public,,2024-10-08,2018-01-09,0,0,4,5801 University Research Court,Riverdale,MD,20737,38.968964,-76.922414,,J1772
4494,4801 Connecticut Apartments,public,,2024-10-08,2020-11-25,0,0,4,4801 Connecticut Avenue Northwest,Washington,DC,20008,38.9342066,-77.0577025,"$0.00-$4.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",J1772
4495,50 West Vineyards - Tesla Destination,public,BREWERY_DISTILLERY_WINERY,2022-10-06,2018-03-13,0,0,4,39060 John Mosby Hwy,Middleburg,VA,20117,38.9812175,-77.6582443,Free,J1772 TESLA
4496,500 E Street SW,public,,2024-10-08,2017-08-14,0,0,2,500 E Street Southwest,Washington,DC,20024,38.8829566,-77.0190848,"$1.50/Hr Parking Fee , $0.25/kWh Energy Fee",J1772
4497,500 LEnfant Plaza,public,,2024-10-08,2020-08-01,0,0,4,500 L'Enfant Plaza SW,Washington,DC,20024,38.883395,-77.0234,Free,J1772
4498,500 Morse,public,MULTI_UNIT_DWELLING,2022-10-11,2022-09-15,0,0,10,500 Morse St NE,Washington,DC,20002,38.907427,-76.998427,,J1772
4499,501 3RD 501 3RD STREET,public,,2024-10-08,2023-09-23,0,0,2,501 3rd St NW,Washington,DC,20001,38.896581,-77.014713,,J1772
4500,50250,public,,2024-10-08,2017-06-15,0,0,4,15049 Conference Center Drive,Chantilly,VA,20151,38.88041,-77.456017,,J1772
4501,505 9th Street NW,public,,2024-10-08,2021-12-14,0,0,4,505 9th Street Northwest,Washington,DC,20004,38.89683,-77.023006,,J1772
4502,50900,public,,2024-10-08,2022-06-27,0,0,2,1751 Pinnacle Drive,McLean,VA,22102,38.920972,-77.228876,,J1772
4503,50950,public,,2024-10-08,2022-06-27,0,0,2,1753 Pinnacle Drive,McLean,VA,22102,38.92025497,-77.22830653,,J1772
4504,515 King St. Garage,public,PUBLIC,2024-10-07,2024-03-07,0,0,4,107 N. St. Asaph St.,Alexandria,VA,22314,38.80539161544743,-77.04557418823244,,J1772
4505,531701  Valo Park,public,,2024-10-08,2018-05-18,0,0,4,7950 Jones Branch Drive,McLean,VA,22107,38.9316133,-77.2192237,$0.00-$5.00/Hr Variable Parking Fee,J1772
4506,531703  4100 N Fairfax,public,,2024-10-08,2018-05-18,0,0,6,4100 Fairfax Drive,Arlington,VA,22203,38.8820376,-77.1097729,FREE,J1772
4507,531704 - The Shops at Wisconsin Place,public,,2024-10-08,2018-09-01,0,0,6,4412 Willard Avenue,Chevy Chase,MD,20815,38.9611607,-77.0873737,$1.50-$5.00/Hr Variable Parking Fee,J1772
4508,"531705  1331 F Street, NW",public,,2024-10-08,2016-04-04,0,0,4,1331 F Street Northwest,Washington,DC,20004,38.897643,-77.0309368,$0.00-$10.00/Hr Variable Parking Fee,J1772
4509,"531706  1667 K Street, NW",public,,2024-10-08,2018-07-17,0,0,4,1667 K Street Northwest,Washington,DC,20006,38.9030183,-77.0381339,$0.00-$10.00/Hr Variable Parking Fee,J1772
4510,531707 Lenkin Co 1625,public,,2024-10-08,2018-09-10,0,0,6,1625 Massachusetts Avenue Northwest,Washington,DC,20036,38.9081864,-77.0380059,$1.00/Hr Parking Fee,J1772
4511,531708  Lexington/Market Sq Parking Garage,public,,2024-10-08,2018-09-10,0,0,6,401 9th St NW & 875 D St NW,Washington,DC,20004,38.895425,-77.023752,$1.00-$5.00/Hr Variable Parking Fee,J1772
4512,531709 - 77 K Street NE,public,,2024-10-08,2017-01-10,0,0,6,77 K St NE,Washington,DC,20002,38.9020512,-77.0063357,,J1772
4513,531710  650 Massachusetts Ave NW,public,,2024-10-08,2018-09-11,0,0,6,650 Massachusetts Ave NW,Washington,DC,20001,38.899413,-77.024307,$0.00-$10.00/Hr Variable Parking Fee,J1772
4514,531711  JBAB / MWR,public,,2024-10-08,2018-10-25,0,0,9,Chappie James Boulevard,Washington,DC,20032,38.8401346,-77.0171786,$0.00-$1.50/Hr Variable Parking Fee,J1772
4515,"531712  City Hall, Falls Church",public,,2024-10-08,2018-12-26,0,0,4,300 Park Avenue,Falls Church,VA,22046,38.8856981,-77.1724663,,J1772
4516,531712  City of Falls Church Community Center,public,,2024-10-08,2018-12-26,0,0,4,223 Little Falls Street,Falls Church,VA,22046,38.8862255,-77.1717924,FREE,J1772
4517,531713  The Jefferson Building,public,,2024-10-08,2019-02-06,0,0,4,1225 19th Street Northwest,Washington,DC,20036,38.9066664,-77.0430436,$0.15/kWh Energy Fee,J1772
4518,531714 - 799 9th Street,public,,2024-10-08,2019-02-06,0,0,6,"799 9th Street NW, Suite 102",Washington,DC,20001,38.899515,-77.023468,$0.00-$10.00/Hr Variable Parking Fee,J1772
4519,5500,public,,2024-10-08,2014-06-27,0,0,2,5500 East Lombard Street,Baltimore,MD,21224,39.294324,-76.5508569,,J1772
4520,5500 Public,public,,2024-10-08,2016-12-15,0,0,2,5500 East Lombard Street,Baltimore,MD,21224,39.294324,-76.5508569,,J1772
4521,555 12ST ST NW 1,public,,2023-12-13,2023-10-05,0,0,6,555 12th St NW,Washington,DC,20004,38.9,-77.03,,J1772
4522,555 12st St NW,public,,2023-12-13,2023-07-17,0,0,7,555 12th St NW,Washington,DC,20004,38.9,-77.03,,J1772
4523,5701 Cleveland St,public,,2024-10-07,2023-11-16,0,0,2,5701 Cleveland St,Virginia Beach,VA,23462,36.846811,-76.177332,,J1772
4524,58302,public,,2024-10-08,2022-06-13,0,0,2,1201 M Street SE,Washington,DC,20003,38.875849,-76.989356,,J1772
4525,58502,public,,2024-10-08,2016-09-02,0,0,4,7770 Backlick Road,Springfield,VA,22150,38.747266,-77.1876418,FREE,J1772
4526,600 Mass Ave,public,,2024-10-08,2016-09-27,0,0,9,600 Massachusetts Avenue Northwest,Washington,DC,20001,38.9012307,-77.0207401,FREE,J1772
4527,600 New Hampshire Ave,public,,2024-10-08,2019-11-20,0,0,3,600 New Hampshire Avenue Northwest,Washington,DC,20037,38.8978425,-77.0551966,$1.50/Hr Parking Fee,J1772
4528,600 Thirteenth,public,,2024-10-08,2020-08-27,0,0,4,600 13th Street N.W.,Washington,DC,20005,38.8976502,-77.0299233,$0.25/kWh Energy Fee,J1772
4529,600 Water Private Parking Nest,public,,2024-10-08,2021-04-22,0,0,5,600 Water Street Southwest,Washington,DC,20024,38.8753566,-77.0210991,FREE,J1772
4530,6000 Executive Blvd,public,,2024-10-08,2023-10-17,0,0,1,6000 Executive Boulevard,North Bethesda,MD,20852,39.0481315836122,-77.12056120477327,,J1772
4531,601 Mass,public,,2024-10-08,2022-03-12,0,0,2,"601 Massachusetts Avenue, NW",Washington,DC,20001,38.9021023,-77.020928,,J1772
4532,601 Wharf St,public,,2024-10-08,2022-05-19,0,0,1,601 Wharf St SW,Washington,DC,20024,38.8765843,-77.0213025,,J1772
4533,6116 Executive Blvd,public,,2024-10-08,2019-04-22,0,0,6,6116 Executive Boulevard,Rockville,MD,20852,39.0480505,-77.1260282,FREE,J1772
4534,650 S. Exeter,public,,2024-10-08,2011-06-03,0,0,2,650 South Exeter Street,Baltimore,MD,21202,39.28355,-76.60042,,J1772
4535,6518 Meadowridge,public,,2024-10-08,2023-08-22,0,0,2,6518 Meadowridge Road,Elkridge,MD,21075,39.19001235934968,-76.77760631534383,,J1772
4536,655 New York Ave NW,public,,2024-10-08,2022-03-02,0,0,10,655 New York Avenue Northwest,Washington,DC,20001,38.9054465,-77.0205502,$0.00-$10.00/Hr Variable Parking Fee,J1772
4537,670 Maine Private Parking Nest,public,,2024-10-08,2021-04-22,0,0,6,"670 Maine Ave SW, Washington DC 20024",Washington,DC,20024,38.8777768,-77.0225306,FREE,J1772
4538,6740 ABD,public,,2024-10-08,2022-06-10,0,0,1,6740 Alexander Bell Drive,Columbia,MD,21046,39.189084,-76.8107778,,J1772
4539,675 Peter Jefferson Parkway # 1,public,,2024-10-07,2023-02-04,0,0,2,675 Peter Jefferson Parkway # 1,Charlottesville,VA,22911,38.024125,-78.437225,,J1772
4540,6862 Elm St Offices and Signet Condos Garage,public,,2024-10-08,2018-08-08,0,0,2,6900 Fleetwood Road,McLean,VA,22101,38.9379928,-77.1809713,FREE,J1772
4541,7-Eleven,public,GAS_STATION,2022-04-06,2022-03-18,0,0,1,13350 Baltimore Ave,Laurel,MD,20707,39.0733411558374,-76.8719729244967,,J1772
4542,700 Penn,public,,2024-10-08,2016-12-05,0,0,3,700 Pennsylvania Avenue Southeast,Washington,DC,20003,38.8850381,-76.9957982,FREE,J1772
4543,701 Carlyle Street (US-SWM-W2X-1),public,PUBLIC,2024-10-07,2022-12-05,0,0,1,701 Carlyle Street,Covington,VA,24426,37.77763,-79.97132,,J1772
4544,701 Carlyle Street (US-SWM-W2X-2),public,PUBLIC,2024-10-07,2022-12-05,0,0,1,701 Carlyle Street,Covington,VA,24426,37.77763,-79.97133,,J1772
4545,701 E Rochambeau Dr,public,,2024-10-07,2024-07-20,2,0,4,701 E Rochambeau Dr,Williamsburg,VA,23188,37.349581,-76.734941,,J1772 J1772COMBO
4546,703 England,public,,2024-10-07,2024-05-30,4,0,0,703 England St,Ashland,VA,23005,37.757788,-77.470332,,CHADEMO J1772COMBO
4547,7099 Copperwood Way,public,,2024-10-08,2023-04-14,0,0,2,7099 Copperwood Way,Columbia,MD,21046,39.173634,-76.862062,,J1772
4548,7201 Wisconsin Ave,public,,2024-10-08,2018-06-27,0,0,2,7201 Wisconsin Ave,Bethesda,MD,20814,38.981871580746,-77.092507975913,"$0.00-$2.00/Hr Variable Parking Fee, $0.13/kWh Energy Fee",J1772
4549,7501 CHARGING STATION 250,public,,2024-10-08,2019-11-08,0,0,1,7501 Wisconsin Ave,Bethesda,MD,20814,38.985269,-77.093619,,J1772
4550,7501 CHARGING STATION 255,public,,2024-10-08,2021-01-27,0,0,1,7501 Wisconsin Ave,Bethesda,MD,20814,38.985246,-77.093568,,J1772
4551,77 H CHARGING CHARGER 2,public,,2024-10-08,2021-01-27,0,0,2,99 H St NW,Washington,DC,20001,38.900417,-77.01193,,J1772
4552,77 H CHARGING CHARGING 1,public,,2024-10-08,2020-02-27,0,0,2,99 H St NW,Washington,DC,20001,38.90033,-77.012085,,J1772
4553,"777 6th Street, NW",public,,2024-10-08,2024-05-01,0,0,1,777 6th Street Northwest,Washington,DC,20001,38.899372,-77.0195899,,J1772
4554,7825 Elkridge,public,,2024-10-08,2021-10-19,0,0,2,7825 Mistletoe Dr.,Elkridge,MD,21075,39.180561,-76.775657,,J1772
4555,7830 Elkridge,public,,2024-10-08,2022-09-30,0,0,2,7830 Mistletoe Dr.,Elkridge,MD,21075,39.18091,-76.77549,,J1772
4556,"7900 Washington Blvd., Jessup, MD 20794",public,,2024-10-08,2015-12-23,0,0,2,7900 Washington Blvd.,Jessup,MD,20794,39.1720712,-76.7867934,FREE,J1772
4557,7Charge - Beltsville,public,CONVENIENCE_STORE,2023-10-12,2023-09-14,2,0,0,11350 Baltimore Ave,Beltsville,MD,20705,39.03989,-76.90487,$0.35 per kWh; Idle parking $1per minute after a 15 minute grace period,CHADEMO J1772COMBO
4558,80 M St NW,public,PARKING_GARAGE,2022-10-11,2022-09-15,0,0,2,80 M St NW,Washington,DC,20001,38.905509,-77.011767,,J1772
4559,8001 Forbes LLC,public,,2024-10-07,2022-09-30,0,0,2,8001 Forbes Place #305,Springfield,VA,22151,38.807592,-77.219646,,J1772
4560,8001 Woodmont Apartments,public,,2024-10-08,2021-05-18,0,0,9,8001 Woodmont Ave,Bethesda,MD,20814,38.9898679,-77.096218,Free,J1772
4561,801 N. Condo,public,,2024-10-08,2022-06-27,0,0,2,801 N. Fairfax St,Alexandria,VA,22314,38.8132409,-77.0404745,,J1772
4562,805 King Farm,public,,2024-10-08,2022-06-27,0,0,1,805 King Farm Blvd.,Rockville,MD,20850,39.111029,-77.182107,$1.00-$10.00/Hr Variable Parking Fee,J1772
4563,810 Bestgate Road,public,,2024-10-08,2019-12-19,0,0,2,810 Bestgate Road,Annapolis,MD,21401,38.9951124,-76.537177,$0.50-$0.75/Hr Variable Parking Fee,J1772
4564,8150 Leesburg Pike,public,,2024-10-08,2014-07-18,0,0,2,"8150 Leesburg Pike, Suite 1100",Vienna,VA,22182,38.9164397,-77.2267097,$0.50-$1.00/Hr Variable Parking Fee,J1772
4565,8455 Colesville Road,public,,2024-10-08,2019-05-02,0,0,6,8455 Colesville Road,Silver Spring,MD,20910,38.9956338,-77.0297293,FREE,J1772
4566,8621 RFD,public,,2024-10-08,2022-04-11,0,0,1,8621 Robert Fulton Drive,Columbia,MD,21046,39.1737211,-76.8114557,,J1772
4567,"8737 Colesville Rd, LLC",public,,2024-10-08,2016-08-15,0,0,2,8737 Colesville Road,Silver Spring,MD,20910,38.998714,-77.0257707,FREE,J1772
4568,8840 Stanford Blvd,public,,2024-10-08,2019-08-27,0,0,2,8840 Stanford Boulevard,Columbia,MD,21045,39.1896044,-76.8151959,FREE,J1772
4569,888 Bestgate Road,public,,2024-10-08,2022-07-07,0,0,2,888 Bestgate Road,Annapolis,MD,21401,38.994233,-76.5435462,$0.50-$0.95/Hr Variable Parking Fee,J1772
4570,901 F,public,,2024-10-08,2022-03-03,0,0,2,901 F St. NW,Washington,DC,20004,38.8976072,-77.0240107,$0.00-$0.50/kWh Variable Energy Fee,J1772
4571,901 K St NW,public,PARKING_GARAGE,2022-10-11,2022-09-15,0,0,8,901 K St NW,Washington,DC,20001,38.902893,-77.025207,,J1772
4572,901 K Street NW - Tesla Destination,public,PARKING_GARAGE,2022-10-06,2019-04-04,0,0,2,901 K St NW,Washington,DC,20036,38.903059,-77.025601,Free,TESLA
4573,910 Goddin St,public,,2024-10-08,2023-11-06,0,0,1,910 Goddin Street,Richmond,VA,23231,37.51658747224306,-77.40523077116406,,J1772
4574,ACC7 ACC7 (01),public,,2024-10-07,2023-11-16,0,0,2,21625 Gresham Dr,Ashburn,VA,20147,39.017669,-77.465527,,J1772
4575,ACC7 ACC7 (02),public,,2024-10-07,2023-11-16,0,0,2,21625 Gresham Dr,Ashburn,VA,20147,39.01766,-77.46528,,J1772
4576,ACP 2300 Corporate Park Owner LLC,public,,2024-10-08,2017-08-31,0,0,2,c/o American Real Estate Partners 2350 Corporate Park Drive Suite 110,Herndon,VA,20171,38.950633,-77.397684,,J1772
4577,ADP - Norfolk,private,OFFICE_BLDG,2022-01-10,2017-07-10,0,0,4,2 Commercial Pl,Norfolk,VA,23510,36.844921,-76.288239,,J1772
4578,ADUSA Giant Delivery Location #9420,public,,2024-10-08,2021-12-23,0,0,3,1020 Airport 100 Way,Hanover,MD,21076,39.16905,-76.71812,,J1772
4579,AK Auto,private,AUTO_REPAIR,2023-01-10,2018-04-01,0,0,1,9200 Lee Hwy,Fairfax,VA,22031,38.872676,-77.262652,,J1772
4580,ALBEMARLE COB 5TH-UNIT 1,public,,2024-10-07,2021-04-24,0,0,2,1600 5th Street Extension,Charlottesville,VA,22902,38.004812,-78.518201,,J1772
4581,ALBEMARLE FAST MIDDLE 1,public,,2024-10-07,2021-06-18,1,0,0,401 McIntire Rd,Charlottesville,VA,22902,38.03539,-78.48209,,CHADEMO J1772COMBO
4582,ALBEMARLE FAST MIDDLE 2,public,,2024-10-07,2021-06-18,1,0,0,401 McIntire Rd,Charlottesville,VA,22902,38.035404,-78.48206,,CHADEMO J1772COMBO
4583,ALBEMARLE FAST MIDDLE 3,public,,2024-10-07,2021-06-18,1,0,0,401 McIntire Rd,Charlottesville,VA,22902,38.035408,-78.48204,,CHADEMO J1772COMBO
4584,ALBEMARLE MIDDLE LOT 1,public,,2024-10-07,2021-06-08,0,0,2,401 McIntire Rd,Charlottesville,VA,22902,38.035386,-78.482356,,J1772
4585,ALBEMARLE MIDDLE LOT 2,public,,2024-10-07,2021-06-08,0,0,2,401 McIntire Rd,Charlottesville,VA,22902,38.035426,-78.482279,,J1772
4586,ALBEMARLE MIDDLE LOT 3,public,,2024-10-07,2021-06-08,0,0,2,401 McIntire Rd,Charlottesville,VA,22902,38.035409,-78.482316,,J1772
4587,ALEXANDRIA KIA ALEXANDRIA CH 1,public,,2024-10-07,2022-04-01,0,0,1,8670 Richmond Hwy,Alexandria,VA,22309,38.722409,-77.122772,,J1772
4588,ALL AMERICAN HD DCFAST HOG,public,,2024-10-08,2019-08-15,1,0,0,8126 Old Leonardtown Rd,Hughesville,MD,20637,38.541135,-76.788201,,J1772COMBO
4589,ALTRIA CRT 1 LEFT,public,,2024-10-07,2020-09-01,0,0,2,600 E Jackson St,Richmond,VA,23219,37.546659,-77.431968,,J1772
4590,ALTRIA CRT 2 RIGHT,public,,2024-10-07,2021-01-27,0,0,2,600 E Jackson St,Richmond,VA,23219,37.546702,-77.431745,,J1772
4591,AMERICAN UNIV WCL STATION 2,public,,2024-10-08,2018-12-07,0,0,2,4300 Nebraska Ave NW,Washington,DC,20016,38.945542,-77.080461,,J1772
4592,AMZ 17LNP1EV10 131,public,,2024-10-07,2023-11-11,0,0,2,510 14th St S,Arlington,VA,22202,38.860651,-77.055048,,J1772
4593,AMZ 17LNP1EV6 1012,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861332,-77.054537,,J1772
4594,AMZ 17LNP1EV6 13,public,,2024-10-07,2023-10-12,0,0,2,1430 S Eads St,Arlington,VA,22202,38.861008,-77.054642,,J1772
4595,AMZ 17LNP1EV6 1315,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861407,-77.05444,,J1772
4596,AMZ 17LNP1EV6 1416,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.86139,-77.054558,,J1772
4597,AMZ 17LNP1EV6 1719,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861415,-77.054547,,J1772
4598,AMZ 17LNP1EV6 1820,public,,2024-10-07,2023-10-12,0,0,2,525 14th St S,Arlington,VA,22202,38.861389,-77.054564,,J1772
