ID,Station_Name,Access,Owner,Last_Used,Open_Date,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode,Latitude,Longitude,Pricing,Connection_Type
6606,MGM RESORTS INT NAT HARBOR L1S0,public,,2024-10-08,2021-01-27,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.794971,-77.009359,,J1772
6607,MGM RESORTS INT NAT HARBOR L1S2,public,,2024-10-08,2021-01-27,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.794996,-77.009391,,J1772
6608,MGM RESORTS INT NAT HARBOR L2S1,public,,2024-10-08,2022-02-25,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.794938,-77.00923,,J1772
6609,MGM RESORTS INT NAT HARBOR L2S2,public,,2024-10-08,2021-01-27,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.794996,-77.009305,,J1772
6610,MGM RESORTS INT NAT HARBOR L3S1,public,,2024-10-08,2018-09-01,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.795013,-77.009316,,J1772
6611,MGM RESORTS INT NAT HARBOR L3S2,public,,2024-10-08,2021-01-27,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.794996,-77.009348,,J1772
6612,MGM RESORTS INT NAT HARBOR L4S1,public,,2024-10-08,2021-01-27,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.79503,-77.009252,,J1772
6613,MGM RESORTS INT NAT HARBOR L4S2,public,,2024-10-08,2021-01-27,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.795055,-77.009262,,J1772
6614,MGM RESORTS INT NAT HARBOR L5S1,public,,2024-10-08,2021-01-27,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.795005,-77.009252,,J1772
6615,MGM RESORTS INT NAT HARBOR L5S2,public,,2024-10-08,2021-01-27,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.795021,-77.009434,,J1772
6616,MGM RESORTS INT NAT HARBOR L6S1,public,,2024-10-08,2021-01-27,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.795046,-77.00923,,J1772
6617,MGM RESORTS INT NAT HARBOR L6S2,public,,2024-10-08,2019-08-15,0,0,2,101 MGM National Ave,Oxon Hill,MD,20745,38.794743,-77.00885,,J1772
6618,MGSH EV STATION STN-1,public,,2024-10-08,2022-10-08,0,0,2,5601 Loch Raven Blvd,Baltimore,MD,21239,39.359348,-76.588698,,J1772
6619,MGSH EV STATION STN-2,public,,2024-10-08,2022-10-08,0,0,2,5601 Loch Raven Blvd,Baltimore,MD,21239,39.35933,-76.588639,,J1772
6620,MGSH EV STATION STN-3,public,,2024-10-08,2022-10-08,0,0,2,5626 Loch Raven Blvd,Baltimore,MD,21218,39.359318,-76.588684,,J1772
6621,MGSH EV STATION STN-4,public,,2024-10-08,2022-10-08,0,0,2,5601 Loch Raven Blvd,Baltimore,MD,21239,39.359351,-76.588668,,J1772
6622,MIC MIC #1,public,,2024-10-08,2023-11-01,0,0,2,735 Watkins Mill Rd,Gaithersburg,MD,20879,39.158254,-77.220482,,J1772
6623,MIC MIC #2,public,,2024-10-08,2023-11-01,0,0,2,735 Watkins Mill Rd,Gaithersburg,MD,20879,39.158221,-77.220504,,J1772
6624,MICROSOFT IAD02 #1,public,,2024-10-07,2023-09-08,0,0,2,41720 Inclusion Lane,Leesburg,VA,20175,39.06788,-77.55954,,J1772
6625,MICROSOFT IAD03 1,public,,2024-10-07,2024-04-17,0,0,2,41720 Inclusion Ln,Leesburg,VA,20175,39.068341,-77.559985,,J1772
6626,MILL CREEK MILL CREEK 1,public,,2024-10-07,2021-09-02,1,0,0,1345 Parham Cir,Charlottesville,VA,22902,38.000268,-78.497725,,CHADEMO J1772COMBO
6627,MILL CREEK MILL CREEK 2,public,,2024-10-07,2021-09-02,1,0,0,1345 Parham Cir,Charlottesville,VA,22902,38.000248,-78.497698,,CHADEMO J1772COMBO
6628,MILL STATION MOD PIZZA 1,public,,2024-10-08,2020-03-03,0,0,2,10500 Mill Run Cir,Owings Mills,MD,21117,39.406484,-76.791849,,J1772
6629,MILL STATION MOD PIZZA 2,public,,2024-10-08,2020-03-03,0,0,2,10388 Mill Run Cir,Owings Mills,MD,21117,39.406554,-76.792801,,J1772
6630,MISSION COFFEE STATION 1,public,,2024-10-07,2024-06-29,0,0,2,222 South Wayne Avenue,Waynesboro,VA,22980,38.067018,-78.889327,,J1772
6631,"ML Jefferson Garage, LLC c/o LPC",public,,2024-10-08,2014-05-28,0,0,2,1401 South Clark Street,Arlington,VA,22202,38.8609965,-77.0508501,FREE,J1772
6632,MLK LIBRARY STATION1,public,,2024-10-08,2021-03-27,0,0,2,901 G St. NW,Washington,DC,20001,38.898695,-77.024782,,J1772
6633,MOM's Organic Market,public,GROCERY,2023-01-10,2015-09-05,1,0,4,14470 Smoketown Rd,Woodbridge,VA,22193,38.638399,-77.299496,Free,CHADEMO J1772
6634,MOM's Organic Market,public,GROCERY,2023-01-10,2018-01-01,0,0,2,1901 N Veitch St,Arlington,VA,22201,38.89641,-77.086062,Free,J1772
6635,MOM's Organic Market - Frederick,public,,2024-10-08,2015-01-05,0,0,1,5273 Buckeystown Pike,Frederick,MD,21704,39.3759198,-77.412834,FREE,J1772
6636,MOM's Organic Market - Gaithersburg,public,,2024-10-08,2017-01-10,0,0,4,10 Upper Rock Circle,Rockville,MD,20850,39.1134145,-77.1845173,FREE,J1772
6637,MOM's Organic Market - Jessup,public,,2024-10-08,2018-05-02,0,0,3,"7351 Assateague Drive
#190",Jessup,MD,20794,39.1695929,-76.7859472,FREE,J1772
6638,MOM's Organic Market - Rockville,public,,2024-10-08,2017-06-20,0,0,2,10 Upper Rock Circle,Rockville,MD,20850,39.1134145,-77.1845173,FREE,J1772
6639,MONTEBELLO5905 STATION1,public,,2024-10-07,2023-08-12,0,0,2,5903 Mt Eagle Dr,Alexandria,VA,22303,38.789301,-77.068808,,J1772
6640,MONTEBELLO5905 STATION2,public,,2024-10-07,2023-08-12,0,0,2,5903 Mt Eagle Dr,Alexandria,VA,22303,38.7893,-77.068832,,J1772
6641,MOSAIC EDENS STATION 1,public,,2024-10-07,2021-02-10,0,0,2,145 District Ave,Fairfax,VA,22031,38.87279,-77.229556,,J1772
6642,MOSAIC EDENS STATION 2,public,,2024-10-07,2021-02-10,0,0,2,145 District Ave,Fairfax,VA,22031,38.87267,-77.229584,,J1772
6643,MOSAIC EDENS STATION 3,public,,2024-10-07,2021-02-18,0,0,2,8296 Glass Alley,Fairfax,VA,22031,38.873367,-77.231054,,J1772
6644,MOSAIC EDENS STATION 4,public,,2024-10-07,2021-02-18,0,0,2,8296 Glass Alley,Fairfax,VA,22031,38.873326,-77.231164,,J1772
6645,MT VILLA APTS BUILDING 5,public,,2024-10-08,2024-03-22,0,0,2,2760 Turf Valley Golf Road,Ellicott City,MD,21042,39.299513,-76.887999,,J1772
6646,MTA BUS DUNKIRK,public,,2024-10-08,2015-08-05,0,0,2,10839 Town Center Blvd,Dunkirk,MD,20754,38.727007,-76.656474,,J1772
6647,MTA BUS W. MARSH1,public,,2024-10-08,2021-01-27,0,0,1,8476 Honeygo Blvd,Nottingham,MD,21236,39.377378,-76.460583,,J1772
6648,MTA BUS W. MARSH23,public,,2024-10-08,2020-01-08,0,0,2,8476 Honeygo Blvd,Nottingham,MD,21236,39.37738,-76.460639,,J1772
6649,MTA LTR CROMWELL,public,,2024-10-08,2015-07-14,0,0,2,7378 Baltimore Annapolis Blvd,Glen Burnie,MD,21061,39.172022,-76.633261,,J1772
6650,MTA LTR FALLS RD,public,,2024-10-08,2019-11-05,0,0,2,2 Railroad Ave,Baltimore,MD,21209,39.37677,-76.64983,,J1772
6651,MTA LTR MT WASHNGTN,public,,2024-10-08,2012-05-31,0,0,2,5701 Smith Ave,Baltimore,MD,21209,39.368244,-76.652339,,J1772
6652,MTA LTR N LINTHICUM,public,,2024-10-08,2015-08-06,0,0,2,450 N Camp Meade Rd,Linthicum Heights,MD,21090,39.214402,-76.645894,,J1772
6653,"MTA MARC BWI 3,4",public,,2024-10-08,2023-04-13,0,0,2,5 Amtrak Way,Baltimore,MD,21240,39.192469,-76.69437,,J1772
6654,MTA MARC BWI12,public,,2024-10-08,2021-01-27,0,0,2,7 Amtrak Way,BWI Airport,MD,21240,39.19197,-76.693985,,J1772
6655,MTA MARC BWI56,public,,2024-10-08,2020-07-24,0,0,2,BWI Amtrak/MARC Station-7 Amtrak Way,BWI Airport,MD,21240,39.19239,-76.69399,,J1772
6656,MTA MARC DORSEY 1,public,,2024-10-08,2023-05-25,0,0,2,6865 Deerpath Rd,Elkridge,MD,21075,39.181073,-76.74763,,J1772
6657,MTA MARC GERMANTOWN,public,,2024-10-08,2022-01-14,0,0,2,19421 Walter Johnson Rd,Germantown,MD,20874,39.174382,-77.270315,,J1772
6658,MTA MARC HALETHORPE,public,,2024-10-08,2015-08-05,0,0,2,5833 SOUTHWESTERN BLVD,HALETHORPE,MD,21227,39.231848,-76.69217,,J1772
6659,MTA MARC MARTIN AIR,public,,2024-10-08,2016-07-08,0,0,2,2778 MD-150,Middle River,MD,21220,39.33776,-76.420385,,J1772
6660,MTA MARC MONOCACY,public,,2024-10-08,2022-05-19,0,0,2,7800 Genstar Dr,Frederick,MD,21704,39.381995,-77.394681,,J1772
6661,MTA MARC MUIRKIRK,public,,2024-10-08,2020-02-27,0,0,2,"7012 Muirkirk Rd Beltsville, Maryland 20705","Beltsville, Maryland",MD,20705,39.061433,-76.882834,,J1772
6662,MTA MARC ODENTON1,public,,2024-10-08,2023-04-13,0,0,2,1320 Cheswick Ln,Odenton,MD,21113,39.091644,-76.705994,,J1772
6663,MTA MARC P OF ROCKS,public,,2024-10-08,2016-07-07,0,0,2,4000 Clay St,Point of Rocks,MD,21777,39.273776,-77.533331,,J1772
6664,MTA MARC SAVAGE2F,public,,2024-10-08,2021-01-27,0,0,2,10102 Junction Drive,Annapolis Junction,MD,20701,39.1234,-76.795972,,J1772
6665,MTA MARC SAVAGE3F,public,,2024-10-08,2017-02-02,0,0,2,10102 Junction Dr,Annapolis Junction,MD,20701,39.123409,-76.796078,,J1772
6666,MTA MARC W. BALTO 1,public,,2024-10-08,2021-01-27,0,0,1,401 N Smallwood St,Baltimore,MD,21223,39.29293,-76.651458,,J1772
6667,MTA MARC W.BALTO3,public,,2024-10-08,2023-04-27,0,0,2,401 N Smallwood St,Baltimore,MD,21223,39.293223,-76.651416,,J1772
6668,MTA METRO MILFORD,public,,2024-10-08,2018-10-04,0,0,2,Roman Frasier Ln,Pikesville,MD,21208,39.359215,-76.721186,,J1772
6669,"MTA WHITE MARSH 4,5",public,,2024-10-08,2023-04-14,0,0,2,8476 Honeygo Blvd,Nottingham,MD,21236,39.377666,-76.46024,,J1772
6670,MWH LOT B1,public,,2024-10-07,2020-07-02,0,0,2,2600 Mary Washington Blvd,Fredericksburg,VA,22401,38.312088,-77.483025,,J1772
6671,MWH LOT B2,public,,2024-10-07,2020-07-02,0,0,2,1201 Sam Perry Blvd,Fredericksburg,VA,22401,38.312084,-77.4833,,J1772
6672,MWH LOT C1,public,,2024-10-07,2020-06-10,0,0,2,1001 Sam Perry Blvd,Fredericksburg,VA,22401,38.311073,-77.48226,,J1772
6673,MWH STATION 1,public,,2024-10-08,2021-01-27,0,0,2,1001 Sam Perry Blvd,Fredericksburg,VA,22401,38.31058,-77.48471,,J1772
6674,MWH STATION 2,public,,2024-10-08,2021-01-27,0,0,2,1001 Sam Perry Blvd,Fredericksburg,VA,22401,38.310516,-77.48449,,J1772
6675,MacArthur Center - Parking Garage,public,PARKING_GARAGE,2022-02-10,2022-01-24,1,0,0,500 E City Hall Ave,Norfolk,VA,23510,36.8479536382711,-76.2863680457534,,CHADEMO J1772COMBO
6676,MacArthur Center South Garage - Tesla Destination,public,,2022-10-06,2019-03-27,0,0,8,500 City Hall Ave,Norfolk,VA,23510,36.848262,-76.287787,Free,J1772 TESLA
6677,Magic City Ford Lincoln Isuzu,public,CAR_DEALER,2023-11-09,2013-04-01,0,0,2,809 Williamson Rd NE,Roanoke,VA,24016,37.280149,-79.933227,Free,J1772
6678,Magic City Ford Lincoln Roanoke - DCFC,public,,2024-10-08,2024-09-12,2,0,0,809 Williamson Road Northeast,Roanoke,VA,24016,37.28054621163303,-79.9333563748064,,J1772COMBO
6679,Main,public,,2024-10-08,2019-05-23,0,0,1,4961 Tesla Drive,Bowie,MD,20715,38.956517,-76.70764,FREE,J1772
6680,Main Location,public,,2024-10-08,2015-09-08,0,0,2,4961 Tesla Dr Ste A,Bowie,MD,20715,38.956517,-76.70764,FREE,J1772
6681,Main SEMA Location,public,,2024-10-08,2011-11-24,0,0,1,4961 Tesla Drive,Bowie,MD,20715,38.956993,-76.7078005,FREE,J1772
6682,Main St. Parking Lot - Tesla Destination,public,,2022-10-06,2021-06-22,0,0,2,40 N. Third St,Warrenton,VA,20186,38.71409,-77.79304,Free,TESLA
6683,Makers Rise Apartments,public,PARKING_LOT,2024-05-09,2023-10-23,0,0,10,2311 Dulles Station Blvd,Herndon,VA,20171,38.95886,-77.41579,,J1772
6684,Malloy Cadillac Co,private,CAR_DEALER,2023-01-10,2016-05-01,1,0,1,2700 Valley Ave,Winchester,VA,22601,39.152172,-78.186911,Free,CHADEMO J1772
6685,Malloy Ford Alexandria - DCFC,public,,2024-10-08,2024-06-05,2,0,0,6510 Little River Turnpike,Alexandria,VA,22312,38.82166718716061,-77.15786571905315,,J1772COMBO
6686,Malloy Ford of Charlottesville,public,,2024-10-08,2024-02-02,2,0,0,2070 Seminole Trail,Charlottesville,VA,22901,38.092794,-78.468138,,J1772COMBO
6687,Malloy Ford of Winchester - DCFC,public,,2024-10-08,2024-07-01,2,0,0,1911 Valley Avenue,Winchester,VA,22601,39.16822429111155,-78.18129160355248,,J1772COMBO
6688,Malloy Toyota Scion,public,CAR_DEALER,2023-11-09,2016-05-01,0,0,1,400 Weems Ln,Winchester,VA,22601,39.162417,-78.182466,Free,J1772
6689,Manassas MO,private,FED_GOV,2024-01-10,2021-01-15,0,0,2,8801 Sudley Rd,Manassas,VA,20110,38.765972,-77.481155,,J1772
6690,"Mandarin Oriental, Washington DC - Tesla Destination",public,HOTEL,2022-10-06,2015-01-27,0,0,2,1330 Maryland Ave SW,Washington,DC,20024,38.883828,-77.030247,Free,TESLA
6691,Manokeek Village Center,public,,2024-10-08,2021-03-01,0,0,2,7025 Berry Road,Accokeek,MD,20607,38.660319,-77.016389,,J1772
6692,Maple Lawn,public,,2024-10-08,2021-09-08,0,0,5,8160 Maple Lawn Blvd,Fulton,MD,20759,39.14958699,-76.90562507,$0.50-$0.95/Hr Variable Parking Fee,J1772
6693,Maple Lawn - 8115,public,,2024-10-08,2016-07-26,0,0,6,8115 Maple Lawn Blvd.,Fulton,MD,20759,39.1520206,-76.9026864,$0.50-$0.95/Hr Variable Parking Fee,J1772
6694,Maple Lawn 10 - 8110,public,,2024-10-08,2018-01-24,0,0,2,8110 Maple Lawn Boulevard,Fulton,MD,20759,39.1525773,-76.9028133,$0.50-$0.95/Hr Variable Parking Fee,J1772
6695,Maple Lawn 4,public,,2024-10-08,2018-06-13,0,0,1,8160 Maple Lawn Boulevard,Fulton,MD,20759,39.1492926,-76.9053992,$0.50-$0.75/Hr Variable Parking Fee,J1772
6696,Maple Lawn 9,public,,2024-10-08,2019-12-19,0,0,2,8120 Maple Lawn Boulevard,Fulton,MD,20759,39.1520052,-76.9035423,$0.50-$0.75/Hr Variable Parking Fee,J1772
6697,Maple Ridge Apartments,public,,2024-10-08,2023-04-13,0,0,4,2252 Brightseat Rd,Landover,MD,20785,38.920777,-76.860925,,J1772
6698,Margarite,public,,2024-10-08,2023-07-17,0,0,6,1280 Union Street Northeast,Washington,DC,20002,38.90968894199696,-77.000698762368,,J1772
6699,Marina Bay Hotel & Suites,public,,2024-10-08,2022-05-10,0,0,4,3801 Main Street,Chincoteague,VA,23336,37.930555,-75.382965,Free,J1772
6700,Marine Barracks 8th &amp; I,private,FED_GOV,2024-01-10,2021-01-15,0,0,2,8th St & I St SE,Washington,DC,20032,38.879487,-76.994518,,J1772
6701,Marine Corps Community Services Quantico,public,,2024-10-07,2020-10-19,0,0,4,4806 Russell Road,Quantico,VA,22134,38.519762,-77.349428,,J1772
6702,Marion Automotive Group,public,CAR_DEALER,2023-10-12,2013-07-01,0,0,1,1025 N Main St,Marion,VA,24354,36.843713,-81.503731,Free,J1772
6703,Maritime Plaza,private,OFFICE_BLDG,2023-08-10,2012-12-01,0,0,2,1201 M St SE,Washington,DC,20003,38.87593,-76.989468,$0.20 per kWh,J1772
6704,Mark Center GOV EV Charging Station,private,FED_GOV,2024-01-10,2021-01-15,0,0,8,4800 Mark Center Dr,Alexandria,VA,22350,38.79958,-77.04917,,J1772
6705,Market Common Clarendon,public,,2024-10-07,2021-02-25,2,0,0,"1303 N. Fillmore St., Level 3",Arlington,VA,22201,38.888344,-77.093081,,CHADEMO J1772COMBO
6706,Market Common Clarendon - Tesla Supercharger,public,,2024-07-01,2019-09-30,18,0,0,2800 Clarendon Boulevard,Arlington,VA,22201,38.887369,-77.092363,,TESLA
6707,Marlboro Crossroads,public,,2024-10-07,2023-02-19,4,0,0,5700 Crain Hwy,Upper Marlboro,MD,20772,38.810376,-76.737791,,CHADEMO J1772COMBO
6708,Marlow Heights Shopping Center,public,,2024-10-08,2022-08-10,0,0,2,4119 Branch Avenue,Marlow Heights,MD,20748,38.832512,-76.943979,,J1772
6709,Marriott Garage,public,PARKING_GARAGE,2022-11-10,2015-08-01,0,0,3,101 S Paca St,Baltimore,MD,21201,39.287168,-76.621895,Free,J1772
6710,Marriott Marquis Washington D.C. - Tesla Destination,public,HOTEL,2022-10-06,2015-12-07,0,0,3,901 Massachusetts Ave NW,Washington,DC,20001,38.903543,-77.024973,Free,J1772 TESLA
6711,Martin Horn,public,OFFICE_BLDG,2023-12-13,2013-11-25,0,0,1,210 Carlton Rd,Charlottesville,VA,22902,38.022977,-78.468836,Free,J1772
6712,Martinsville Public Lot,public,PARKING_LOT,2023-08-10,2023-07-05,0,0,6,50-98 Wall St,Martinsville,VA,24112,36.69141,-79.87289,,J1772
6713,Maryland Center for Veterans Education and Training,public,OFFICE_BLDG,2022-11-10,2016-03-11,0,0,4,301 N High St,Baltimore,MD,21202,39.293619,-76.606356,Free,J1772
6714,Maryland Dept. of Transportation Corporate Headquarters,public,,2024-10-08,2011-06-15,0,0,2,7201 Corporate Dr.,Hanover,MD,21076,39.1871889,-76.6977523,FREE,J1772
6715,Maryland House Travel Plaza,public,TRAVEL_CENTER,2022-11-10,2018-10-01,6,0,1,"I-95, Mile Marker 82",Aberdeen,MD,21001,39.498059,-76.231826,Free,CHADEMO J1772 J1772COMBO
6716,Maryland House Travel Plaza - Tesla Supercharger,public,,2024-07-01,2018-07-23,8,0,0,I-95,Aberdeen,MD,21001,39.497944,-76.230931,,TESLA
6717,Maryland Institute College of Art - Commons Hall,public,COLLEGE_CAMPUS,2022-11-10,2015-01-12,0,0,2,130 McMechen St,Baltimore,MD,21217,39.308846,-76.625419,Free,J1772
6718,Maryland Institute College of Art - Lazarus Center,public,COLLEGE_CAMPUS,2022-11-10,2015-01-12,0,0,4,131 W North Ave,Baltimore,MD,21201,39.31074,-76.618931,Free,J1772
6719,Maryland Institute of College and Art,private,COLLEGE_CAMPUS,2022-01-10,2015-11-24,0,0,1,1601 W North Ave,Baltimore,MD,21217,39.309895,-76.642505,,J1772
6720,Maryland Science Center,public,MUSEUM,2022-11-10,2019-06-07,0,0,2,601 Light St,Baltimore,MD,21230,39.28223,-76.612824,Free,J1772
6721,"Masaveu 900 G Washington, LLC",public,,2024-10-08,2014-04-01,0,0,3,900 G Street Northwest,Washington,DC,20001,38.8981064,-77.024354,,J1772
6722,Mason Street Parking Deck,public,PARKING_GARAGE,2023-08-10,2018-04-26,0,0,4,715 S Mason St,Harrisonburg,VA,22801,38.441081,-78.871454,,J1772
6723,Massanutten Resort,public,HOTEL,2023-11-09,2016-11-01,0,4,0,3980 Massanutten Dr,McGaheysville,VA,22840,38.404061,-78.754751,Free,NEMA1450
6724,Mayflower Properties,public,OFFICE_BLDG,2022-11-10,2015-02-27,0,0,1,1110 Morton St,Baltimore,MD,21201,39.30246,-76.616698,Free,J1772
6725,McElderry Garage Lower Level,public,,2024-10-08,2016-06-21,0,0,6,1501 McElderry Street,Baltimore,MD,21205,39.2969395,-76.5965132,FREE,J1772
6726,McHenry Row,public,,2024-10-08,2011-10-03,0,0,1,1603 Whetstone Way,Baltimore,MD,21230,39.2690144,-76.5997877,$0.10/kWh Energy Fee,J1772
6727,McHenry Row - East Garage,public,,2024-10-08,2011-10-03,0,0,2,1631 Whetstone Way,Baltimore,MD,21230,39.26856357,-76.59919685,$0.10/kWh Energy Fee,J1772
6728,McHenry Row - Parking Garage,public,PARKING_GARAGE,2022-11-10,2019-06-07,0,0,3,1641 Whetstone Way,Baltimore,MD,21230,39.268351,-76.599249,Free,J1772
6729,McHenry Row - Tesla Supercharger,public,SHOPPING_CENTER,2024-07-01,2018-12-01,8,0,0,1641 Whetstone Way,Baltimore,MD,21230,39.268577,-76.598901,,TESLA
6730,McHenry Row - West Garage,public,,2024-10-08,2011-10-03,0,0,2,1630 Whetstone Way,Baltimore,MD,21230,39.26927344,-76.60020429,$0.10/kWh Energy Fee,J1772
6731,McLean Campus 2,public,,2024-10-08,2022-09-02,0,0,2,7515 Colshire Drive,McLean,VA,22102,38.9221966,-77.2050359,"$0.00-$8.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",J1772
6732,McLean Campus 3,public,,2024-10-08,2022-09-02,0,0,2,7594 Colshire Drive,McLean,VA,22102,38.9234627,-77.2061718,"$0.00-$8.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",J1772
6733,McLean Campus 4,public,,2024-10-08,2022-09-06,0,0,2,7596 Colshire Drive,McLean,VA,22102,38.9231798,-77.2052155,"$0.00-$8.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",J1772
6734,MedStar Good Samaritan Hospital,public,,2024-10-08,2013-12-04,0,0,4,5601 Loch Raven Blvd,Baltimore,MD,21239,39.358132,-76.5873585,FREE,J1772
6735,MedStar Union Memorial Hospital,public,,2024-10-08,2017-01-26,0,0,2,201 E. University Pkwy,Baltimore,MD,21218,39.329267,-76.614289,FREE,J1772
6736,Merck & Co Inc,private,OFFICE_BLDG,2021-11-04,2021-08-14,0,0,40,2778 S E Side Hwy,Elkton,VA,22827,38.3836100469871,-78.6560538310034,FREE,J1772
6737,Mercy Medical Center - Bunting Garage,public,HOSPITAL,2022-11-10,2018-08-08,0,0,4,301 Saint Paul Pl,Baltimore,MD,21202,39.29255,-76.61355,Free,J1772
6738,Meridian Harbourview Apartments,public,,2024-10-08,2022-05-17,0,0,2,"7190 Harbour Towne Parkway, South",Suffolk,VA,23435,36.8669737,-76.4370793,,J1772
6739,Mermaid Winery - Tesla Destination,public,BREWERY_DISTILLERY_WINERY,2022-10-06,2018-02-26,0,0,3,4401 Shore Dr,Virginia Beach,VA,23455,36.904677,-76.123094,Free,J1772 TESLA
6740,Metro Center - Tesla Supercharger,public,PARKING_GARAGE,2024-07-01,2024-01-04,12,0,0,10500 Grand Central Ave,Owings Mills,MD,21117,39.407806,-76.783586,,TESLA
6741,Metro Garage 1,public,,2024-10-08,2016-12-09,0,0,2,5048 Painters Mill Road,Owings Mills,MD,21117,39.4058654,-76.7787821,$0.00-$2.00/Hr Variable Parking Fee,J1772
6742,Metropolitan Square Garage,public,,2024-10-08,2021-11-03,0,0,8,655 15th Street NW,Washington,DC,20005,38.898011,-77.0336201,$1.00-$5.00/Hr Variable Parking Fee,J1772
6743,Microtel Inn & Suites,public,,2024-10-08,2022-07-18,0,0,1,85 Pleasant Valley Rd,Harrisonburg,VA,22801,38.4053949,-78.90639,Free,J1772
6744,Microtel Inn & Suites by Wyndham Harrisonburg - Tesla Destination,public,HOTEL,2022-10-06,2018-05-21,0,0,4,85 Pleasant Valley Rd,Harrisonburg,VA,22801,38.405608,-78.907199,Free,TESLA
6745,Middle Branch Park,public,PARK,2023-10-12,2017-07-06,0,0,4,3301 Waterview Ave,Baltimore,MD,21230,39.254879,-76.622308,Free,J1772
6746,Middlebrook Square Shopping Ctr,public,,2024-10-08,2020-11-27,0,0,4,11500 Middlebrook Road,Germantown,MD,20876,39.1792546,-77.2394376,"$0.00-$2.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",J1772
6747,Midtown Camp Springs A,public,,2024-10-08,2022-09-30,0,0,2,4300 W Village Ave,Camp Springs,MD,20746,38.830319,-76.909891,,J1772
6748,Miller Brothers Cadillac,public,,2024-10-08,2022-11-21,0,0,1,9035 Baltimore National Pike,Ellicott City,MD,21042,39.276107,-76.823373,Free,J1772
6749,Miller's Court,private,PARKING_LOT,2022-01-10,2019-06-07,0,0,2,2601 N Howard St,Baltimore,MD,21218,39.319613,-76.619614,,J1772
6750,Millie's Road House Bar,public,RESTAURANT,2022-11-10,2018-06-06,0,0,2,200 Old Ocean Gateway,Vienna,MD,21869,38.485086,-75.823956,Free,J1772
6751,Mj's Tavern - Tesla Destination,public,,2022-10-06,2022-03-28,0,0,2,4019 Granby Street,Norfolk,VA,23504,36.8837186,-76.2816422,Free,TESLA
6752,Modera Clarendon,public,,2024-10-08,2023-07-28,0,0,2,3415 Washington Boulevard,Arlington,VA,22201,38.88641022753421,-77.1009172,,J1772
6753,Modera Mosaic,public,,2024-10-08,2021-05-11,0,0,1,2920 District Avenue,Fairfax,VA,22031,38.8714011,-77.2307258,,J1772
6754,Modern on M,public,,2024-10-08,2018-05-25,0,0,4,465 M St SW,Washington,DC,20024,38.8765953,-77.0186526,,J1772
6755,Modern on M - K Street,public,,2024-10-08,2018-05-25,0,0,4,480 K Street Southwest,Washington,DC,20024,38.8781081,-77.0193426,,J1772
6756,Mom's Organic Market - Alexandria,public,,2024-10-08,2014-11-20,0,0,1,3131 Mount Vernon Avenue,Alexandria,VA,22305,38.8340242,-77.0598434,FREE,J1772
6757,Monarch Condominium - Main Level,public,,2024-10-08,2023-07-31,0,0,20,7887 Jones Branch Drive,McLean,VA,22102,38.931438,-77.219997,,J1772
6758,Monarch Condominium - P2 Level,public,,2024-10-08,2023-07-31,0,0,9,7887 Jones Branch Drive,McLean,VA,22102,38.931438,-77.219997,,J1772
6759,Monday Properties,private,OFFICE_BLDG,2023-10-12,2013-12-31,0,8,4,1000 Wilson Blvd,Arlington,VA,22209,38.894017,-77.068861,,J1772 NEMA515
6760,Monroe Gates Apartments,public,,2024-10-08,2020-09-11,0,0,2,200 South Mallory Street,Hampton,VA,23669,37.0177916,-76.3235373,$0.00-$5.00/Hr Variable Parking Fee,J1772
6761,Montebello Filtration Plant,public,MUNI_GOV,2022-11-10,2016-02-26,0,0,4,3901 Hillen Rd,Baltimore,MD,21218,39.336584,-76.588301,Free,J1772
6762,Montgomery County Government Center,public,MUNI_GOV,2022-02-10,2022-01-24,0,0,2,755 Roanoke St,Christiansburg,VA,24073,37.1307863464426,-80.3934729953139,,J1772
6763,Monticello,public,,2024-10-08,2020-09-25,0,0,6,931 Thomas Jefferson Parkway,Charlottesville,VA,22902,38.0058789,-78.4522345,,J1772
6764,Montpelier Visitor Center,public,MUNI_GOV,2022-11-10,2018-02-01,0,0,6,13425 Visitor Center Rd,Montpelier Station,VA,22957,38.218004,-78.17046,Free,J1772 TESLA
